0.122239,0.920454
0.769167,0.377321
0.0801675,0.0620212
0.769167,0.377323
0.749622,0.627996
0.749604,0.62801
0.749583,0.628025
0.769167,0.377324
0.769168,0.377325
0.769167,0.377325
0.0801676,0.0620213
0.080168,0.0620217
0.122421,0.920399
0.749556,0.628045
0.749528,0.628065
0.749501,0.628083
0.769167,0.377326
0.769167,0.377326
0.769166,0.377325
0.0801678,0.0620217
0.0801678,0.0620218
0.122556,0.920359
0.749476,0.628099
0.749453,0.628112
0.749433,0.628121
0.769166,0.377325
0.769166,0.377325
0.769165,0.377324
0.0801673,0.0620216
0.080167,0.0620214
0.122646,0.920333
0.749427,0.628122
0.749425,0.628122
0.749426,0.62812
0.769165,0.377324
0.769165,0.377323
0.769165,0.377323
0.0801668,0.0620212
0.0801669,0.0620213
0.122693,0.920319
0.749429,0.628118
0.769165,0.377322
0.448923,0.178122
0.769165,0.377322
0.769166,0.377321
0.769166,0.377321
0.769166,0.377321
0.0801672,0.0620213
0.0801673,0.0620214
0.122701,0.920317
0.749445,0.628108
0.749462,0.628097
0.769166,0.377321
0.448913,0.178119
0.769166,0.377321
0.122679,0.920325
0.122635,0.920338
0.12262,0.920342
0.122583,0.920353
0.122529,0.920369
0.448913,0.178119
0.122475,0.920385
0.122523,0.92037
0.122561,0.920359
0.448918,0.17812
0.44892,0.17812
0.448919,0.17812
0.448918,0.17812
0.0801673,0.0620214
0.0801674,0.0620214
0.749474,0.628089
0.749483,0.628084
0.749489,0.62808
0.749495,0.628076
0.749502,0.628073
0.749507,0.62807
0.749511,0.628067
0.749514,0.628066
0.749515,0.628066
0.749514,0.628066
0.749512,0.628068
0.749509,0.62807
0.749505,0.628072
0.749501,0.628075
0.749497,0.628078
0.769166,0.377321
0.769166,0.377321
0.769166,0.377322
0.769166,0.377322
0.769166,0.377322
0.769166,0.377323
0.769166,0.377323
0.769166,0.377323
