0.382828,0.80663
0.473058,0.717057
0.529974,0.668865
0.578082,0.641501
0.623126,0.622525
0.66732,0.609231
0.711306,0.599433
0.755306,0.591926
0.799393,0.585997
0.843587,0.5812
0.460035,0.757375
0.527752,0.643308
0.566262,0.605412
0.606711,0.588937
0.64773,0.577895
0.689876,0.570658
0.732774,0.565554
0.776189,0.561763
0.819967,0.558837
0.864012,0.55651
0.909092,0.440837
0.871094,0.414702
0.832516,0.388103
0.728446,0.309709
0.701921,0.285571
0.645706,0.220372
0.940721,0.432046
0.896836,0.403532
0.851694,0.374649
0.727908,0.29113
0.696068,0.266087
0.628591,0.200047
0.968141,0.421554
0.916474,0.390272
0.862815,0.358809
0.715294,0.270076
0.67777,0.24433
0.599813,0.178246
0.987924,0.408017
0.92562,0.373535
0.860752,0.339232
0.68548,0.245688
0.642451,0.219633
0.556499,0.154721
1,0.392285
0.923749,0.354088
0.844795,0.316673
0.639232,0.218898
0.591582,0.192956
0.501487,0.130316
0.998461,0.37257
0.903595,0.330157
0.807183,0.28954
0.571465,0.189028
0.52122,0.163842
0.432941,0.104906
0.975739,0.347385
0.856581,0.300407
0.739907,0.256867
0.479755,0.156184
0.43025,0.13254
0.351432,0.0787957
0.919381,0.314622
0.770512,0.263246
0.633509,0.217776
0.363358,0.120761
0.319095,0.0995123
0.258266,0.0523483
0.80959,0.271462
0.630081,0.217105
0.479339,0.171859
0.22409,0.0834875
0.190088,0.0654325
0.155404,0.0259543
0.618906,0.214812
0.421536,0.161237
0.274448,0.119759
0.0666604,0.0453784
0.0474022,0.0311159
0.0452631,0
0.608134,0.212711
0,1
0.0398184,0.981968
0.056391,0.948913
0.0444379,0.941512
0.648647,0.221154
0.432885,0.820321
0.559385,0.788702
0.672977,0.755048
0.767823,0.720033
0.839036,0.684523
0.883759,0.649462
0.901709,0.615722
0.894969,0.58399
0.524432,0.788702
0.651314,0.755048
0.760263,0.720033
0.845878,0.684523
0.904733,0.649462
0.936025,0.615722
0.941453,0.58399
0.924469,0.554706
0.282941,0.849283
0.350281,0.826762
0.15233,0.837903
0.265543,0.804257
0.12919,0.832888
0.261629,0.79458
0.166704,0.793767
0.390827,0.732303
0.297067,0.753788
0.544802,0.683886
0.961939,0.221154
0.899901,0.221154
0.837863,0.221154
0.775825,0.221154
0.713787,0.221154
0.651749,0.221154
0.589711,0.221154
0.837863,0.221154
0.775825,0.221154
0.713787,0.221154
0.651749,0.221154
0.589711,0.221154
0.527673,0.221154
0.713787,0.221154
0.651749,0.221154
0.589711,0.221154
0.527673,0.221154
0.465635,0.221154
0.589711,0.221154
0.527673,0.221154
0.465635,0.221154
0.403597,0.221154
0.465635,0.221154
0.403597,0.221154
0.341559,0.221154
0.341559,0.221154
0.279521,0.221154
0.217483,0.221154
